AXISBANK | Financial Sector | High leverage warning suppressed
DRREDDY | ROE mismatch | Source=21.4 Calculated=11.07 Difference=10.33
DRREDDY | ROE mismatch | Source=21.4 Calculated=11.36 Difference=10.04
EICHERMOT | ROE mismatch | Source=24.2 Calculated=36.63 Difference=12.43
EICHERMOT | ROE mismatch | Source=24.2 Calculated=31.19 Difference=6.99
EICHERMOT | ROE mismatch | Source=24.2 Calculated=18.3 Difference=5.90
EICHERMOT | ROE mismatch | Source=24.2 Calculated=11.78 Difference=12.42
EICHERMOT | ROE mismatch | Source=24.2 Calculated=13.3 Difference=10.90
GAIL | ROE mismatch | Source=14.0 Calculated=5.15 Difference=8.85
GAIL | ROE mismatch | Source=14.0 Calculated=8.58 Difference=5.42
GAIL | ROE mismatch | Source=14.0 Calculated=19.31 Difference=5.31
GAIL | ROE mismatch | Source=14.0 Calculated=19.19 Difference=5.19
GAIL | ROE mismatch | Source=14.0 Calculated=8.62 Difference=5.38
GODREJCP | ROE mismatch | Source=6.77 Calculated=25.51 Difference=18.74
GODREJCP | ROE mismatch | Source=6.77 Calculated=21.7 Difference=14.93
GODREJCP | ROE mismatch | Source=6.77 Calculated=22.64 Difference=15.87
GODREJCP | ROE mismatch | Source=6.77 Calculated=19.48 Difference=12.71
GODREJCP | ROE mismatch | Source=6.77 Calculated=24.67 Difference=17.90
GODREJCP | ROE mismatch | Source=6.77 Calculated=26.11 Difference=19.34
GODREJCP | ROE mismatch | Source=6.77 Calculated=32.23 Difference=25.46
GODREJCP | ROE mismatch | Source=6.77 Calculated=18.95 Difference=12.18
GODREJCP | ROE mismatch | Source=6.77 Calculated=18.23 Difference=11.46
GODREJCP | ROE mismatch | Source=6.77 Calculated=15.43 Difference=8.66
GODREJCP | ROE mismatch | Source=6.77 Calculated=12.34 Difference=5.57
GODREJCP | ROE mismatch | Source=6.77 Calculated=-4.45 Difference=11.22
GRASIM | ROE mismatch | Source=6.9 Calculated=19.22 Difference=12.32
GRASIM | ROE mismatch | Source=6.9 Calculated=13.67 Difference=6.77
GRASIM | ROE mismatch | Source=6.9 Calculated=12.6 Difference=5.70
GRASIM | ROE mismatch | Source=6.9 Calculated=13.53 Difference=6.63
GRASIM | ROE mismatch | Source=6.9 Calculated=14.8 Difference=7.90
GRASIM | ROE mismatch | Source=6.9 Calculated=14.07 Difference=7.17
HAL | ROE mismatch | Source=28.9 Calculated=1665.0 Difference=1636.10
HAL | ROE mismatch | Source=28.9 Calculated=1966.92 Difference=1938.02
HAL | ROE mismatch | Source=28.9 Calculated=1528.46 Difference=1499.56
HAL | ROE mismatch | Source=28.9 Calculated=1763.91 Difference=1735.01
HAL | ROE mismatch | Source=28.9 Calculated=2059.42 Difference=2030.52
HAL | ROE mismatch | Source=28.9 Calculated=2249.31 Difference=2220.41
HAL | ROE mismatch | Source=28.9 Calculated=3324.18 Difference=3295.28
HAL | ROE mismatch | Source=28.9 Calculated=3283.05 Difference=3254.15
HAL | ROE mismatch | Source=28.9 Calculated=3816.58 Difference=3787.68
HAVELLS | ROE mismatch | Source=18.0 Calculated=40.29 Difference=22.29
HAVELLS | ROE mismatch | Source=18.0 Calculated=26.77 Difference=8.77
HAVELLS | ROE mismatch | Source=18.0 Calculated=42.95 Difference=24.95
HCLTECH | ROE mismatch | Source=23.3 Calculated=30.69 Difference=7.39
HCLTECH | ROE mismatch | Source=23.3 Calculated=33.39 Difference=10.09
HCLTECH | ROE mismatch | Source=23.3 Calculated=30.31 Difference=7.01
HDFCLIFE | ROE mismatch | Source=11.4 Calculated=33.43 Difference=22.03
HDFCLIFE | ROE mismatch | Source=11.4 Calculated=37.6 Difference=26.20
HDFCLIFE | ROE mismatch | Source=11.4 Calculated=30.93 Difference=19.53
HDFCLIFE | ROE mismatch | Source=11.4 Calculated=26.33 Difference=14.93
HDFCLIFE | ROE mismatch | Source=11.4 Calculated=23.18 Difference=11.78
HDFCLIFE | ROE mismatch | Source=11.4 Calculated=23.53 Difference=12.13
HDFCLIFE | ROE mismatch | Source=11.4 Calculated=22.65 Difference=11.25
HDFCLIFE | ROE mismatch | Source=11.4 Calculated=19.05 Difference=7.65
HEROMOTOCO | ROE mismatch | Source=22.0 Calculated=37.38 Difference=15.38
HEROMOTOCO | ROE mismatch | Source=22.0 Calculated=36.15 Difference=14.15
HEROMOTOCO | ROE mismatch | Source=22.0 Calculated=35.23 Difference=13.23
HEROMOTOCO | ROE mismatch | Source=22.0 Calculated=34.37 Difference=12.37
HEROMOTOCO | ROE mismatch | Source=22.0 Calculated=31.09 Difference=9.09
HEROMOTOCO | ROE mismatch | Source=22.0 Calculated=14.7 Difference=7.30
HEROMOTOCO | ROE mismatch | Source=22.0 Calculated=16.81 Difference=5.19
HINDALCO | ROE mismatch | Source=10.2 Calculated=0.68 Difference=9.52
HINDALCO | ROE mismatch | Source=10.2 Calculated=-1.73 Difference=11.93
HINDALCO | ROE mismatch | Source=10.2 Calculated=4.09 Difference=6.11
HINDALCO | ROE mismatch | Source=10.2 Calculated=17.56 Difference=7.36
HINDUNILVR | ROE mismatch | Source=20.2 Calculated=134.0 Difference=113.80
HINDUNILVR | ROE mismatch | Source=20.2 Calculated=111.85 Difference=91.65
HINDUNILVR | ROE mismatch | Source=20.2 Calculated=108.67 Difference=88.47
HINDUNILVR | ROE mismatch | Source=20.2 Calculated=63.15 Difference=42.95
HINDUNILVR | ROE mismatch | Source=20.2 Calculated=66.58 Difference=46.38
HINDUNILVR | ROE mismatch | Source=20.2 Calculated=71.79 Difference=51.59
HINDUNILVR | ROE mismatch | Source=20.2 Calculated=77.03 Difference=56.83
HINDUNILVR | ROE mismatch | Source=20.2 Calculated=82.1 Difference=61.90
ICICIBANK | ROE mismatch | Source=18.8 Calculated=11.61 Difference=7.19
ICICIBANK | ROE mismatch | Source=18.8 Calculated=10.84 Difference=7.96
ICICIBANK | ROE mismatch | Source=18.8 Calculated=8.23 Difference=10.57
ICICIBANK | ROE mismatch | Source=18.8 Calculated=4.98 Difference=13.82
ICICIBANK | ROE mismatch | Source=18.8 Calculated=9.13 Difference=9.67
ICICIBANK | ROE mismatch | Source=18.8 Calculated=12.92 Difference=5.88
ICICIPRULI | ROE mismatch | Source=8.07 Calculated=38.25 Difference=30.18
ICICIPRULI | ROE mismatch | Source=8.07 Calculated=35.61 Difference=27.54
ICICIPRULI | ROE mismatch | Source=8.07 Calculated=31.15 Difference=23.08
ICICIPRULI | ROE mismatch | Source=8.07 Calculated=31.0 Difference=22.93
ICICIPRULI | ROE mismatch | Source=8.07 Calculated=26.26 Difference=18.19
ICICIPRULI | ROE mismatch | Source=8.07 Calculated=24.63 Difference=16.56
ICICIPRULI | ROE mismatch | Source=8.07 Calculated=16.58 Difference=8.51
ICICIPRULI | ROE mismatch | Source=8.07 Calculated=14.79 Difference=6.72
INDUSINDBK | ROE mismatch | Source=15.2 Calculated=6.54 Difference=8.66
INDUSINDBK | ROE mismatch | Source=15.2 Calculated=9.67 Difference=5.53
INFY | ROE mismatch | Source=31.8 Calculated=24.82 Difference=6.98
INFY | ROE mismatch | Source=31.8 Calculated=23.93 Difference=7.87
INFY | ROE mismatch | Source=31.8 Calculated=24.39 Difference=7.41
INFY | ROE mismatch | Source=31.8 Calculated=21.85 Difference=9.95
INFY | ROE mismatch | Source=31.8 Calculated=20.81 Difference=10.99
INFY | ROE mismatch | Source=31.8 Calculated=24.69 Difference=7.11
INFY | ROE mismatch | Source=31.8 Calculated=23.73 Difference=8.07
INFY | ROE mismatch | Source=31.8 Calculated=25.42 Difference=6.38
INFY | ROE mismatch | Source=31.8 Calculated=25.44 Difference=6.36
IOC | ROE mismatch | Source=25.44 Calculated=5.75 Difference=19.69
IOC | ROE mismatch | Source=25.44 Calculated=10.26 Difference=15.18
IOC | ROE mismatch | Source=25.44 Calculated=7.08 Difference=18.36
IOC | ROE mismatch | Source=25.44 Calculated=13.8 Difference=11.64
IOC | ROE mismatch | Source=25.44 Calculated=19.97 Difference=5.47
IOC | ROE mismatch | Source=25.44 Calculated=19.87 Difference=5.57
IOC | ROE mismatch | Source=25.44 Calculated=15.36 Difference=10.08
IOC | ROE mismatch | Source=25.44 Calculated=-1.97 Difference=27.41
IOC | ROE mismatch | Source=25.44 Calculated=19.46 Difference=5.98
IOC | ROE mismatch | Source=25.44 Calculated=19.27 Difference=6.17
IOC | ROE mismatch | Source=25.44 Calculated=8.38 Difference=17.06
IRCTC | ROE mismatch | Source=40.4 Calculated=29.5 Difference=10.90
IRCTC | ROE mismatch | Source=40.4 Calculated=34.87 Difference=5.53
IRCTC | ROE mismatch | Source=40.4 Calculated=29.1 Difference=11.30
IRCTC | ROE mismatch | Source=40.4 Calculated=23.14 Difference=17.26
IRCTC | ROE mismatch | Source=40.4 Calculated=28.85 Difference=11.55
IRCTC | ROE mismatch | Source=40.4 Calculated=12.84 Difference=27.56
IRCTC | ROE mismatch | Source=40.4 Calculated=35.29 Difference=5.11
IRCTC | ROE mismatch | Source=40.4 Calculated=34.4 Difference=6.00
IRFC | ROE mismatch | Source=13.7 Calculated=8.16 Difference=5.54
IRFC | ROE mismatch | Source=13.7 Calculated=7.37 Difference=6.33
IRFC | ROE mismatch | Source=13.7 Calculated=7.78 Difference=5.92
ITC | ROE mismatch | Source=29.47 Calculated=22.26 Difference=7.21
ITC | ROE mismatch | Source=29.47 Calculated=22.57 Difference=6.90
ITC | ROE mismatch | Source=29.47 Calculated=21.89 Difference=7.58
ITC | ROE mismatch | Source=29.47 Calculated=21.7 Difference=7.77
ITC | ROE mismatch | Source=29.47 Calculated=23.89 Difference=5.58
ITC | ROE mismatch | Source=29.47 Calculated=22.18 Difference=7.29
JINDALSTEL | ROE mismatch | Source=14.1 Calculated=8.39 Difference=5.71
JINDALSTEL | ROE mismatch | Source=14.1 Calculated=-6.9 Difference=21.00
JINDALSTEL | ROE mismatch | Source=14.1 Calculated=-9.52 Difference=23.62
JINDALSTEL | ROE mismatch | Source=14.1 Calculated=-8.45 Difference=22.55
JINDALSTEL | ROE mismatch | Source=14.1 Calculated=-5.32 Difference=19.42
JINDALSTEL | ROE mismatch | Source=14.1 Calculated=-7.52 Difference=21.62
JINDALSTEL | ROE mismatch | Source=14.1 Calculated=-1.24 Difference=15.34
JSWENERGY | ROE mismatch | Source=8.4 Calculated=14.52 Difference=6.12
JSWENERGY | ROE mismatch | Source=8.4 Calculated=18.06 Difference=9.66
JSWENERGY | ROE mismatch | Source=8.4 Calculated=15.05 Difference=6.65
JSWENERGY | ROE mismatch | Source=8.4 Calculated=0.77 Difference=7.63
JSWSTEEL | ROE mismatch | Source=11.66 Calculated=5.44 Difference=6.22
JSWSTEEL | ROE mismatch | Source=11.66 Calculated=1.9 Difference=9.76
JSWSTEEL | ROE mismatch | Source=11.66 Calculated=-2.54 Difference=14.20
JSWSTEEL | ROE mismatch | Source=11.66 Calculated=21.83 Difference=10.17
JSWSTEEL | ROE mismatch | Source=11.66 Calculated=21.62 Difference=9.96
JSWSTEEL | ROE mismatch | Source=11.66 Calculated=16.84 Difference=5.18
JSWSTEEL | ROE mismatch | Source=11.66 Calculated=31.11 Difference=19.45
JSWSTEEL | ROE mismatch | Source=11.66 Calculated=6.3 Difference=5.36
LICI | ROE mismatch | Source=63.61 Calculated=324.32 Difference=260.71
LICI | ROE mismatch | Source=63.61 Calculated=270.46 Difference=206.85
LICI | ROE mismatch | Source=63.61 Calculated=43.2 Difference=20.41
LICI | ROE mismatch | Source=63.61 Calculated=36.38 Difference=27.23
LICI | ROE mismatch | Source=63.61 Calculated=77.86 Difference=14.25
LICI | ROE mismatch | Source=63.61 Calculated=49.45 Difference=14.16
LODHA | ROE mismatch | Source=10.7 Calculated=35.48 Difference=24.78
LODHA | ROE mismatch | Source=10.7 Calculated=33.84 Difference=23.14
LODHA | ROE mismatch | Source=10.7 Calculated=24.23 Difference=13.53
LODHA | ROE mismatch | Source=10.7 Calculated=17.69 Difference=6.99
LODHA | ROE mismatch | Source=10.7 Calculated=42.8 Difference=32.10
LODHA | ROE mismatch | Source=10.7 Calculated=16.3 Difference=5.60
LODHA | ROE mismatch | Source=10.7 Calculated=1.04 Difference=9.66
LODHA | ROE mismatch | Source=10.7 Calculated=3.87 Difference=6.83
LT | ROE mismatch | Source=10.49 Calculated=395.15 Difference=384.66
LT | ROE mismatch | Source=10.49 Calculated=303.42 Difference=292.93
LT | ROE mismatch | Source=10.49 Calculated=245.11 Difference=234.62
LT | ROE mismatch | Source=10.49 Calculated=216.09 Difference=205.60
LT | ROE mismatch | Source=10.49 Calculated=206.3 Difference=195.81
LT | ROE mismatch | Source=10.49 Calculated=207.36 Difference=196.87
LT | ROE mismatch | Source=10.49 Calculated=208.81 Difference=198.32
LT | ROE mismatch | Source=10.49 Calculated=201.59 Difference=191.10
LT | ROE mismatch | Source=10.49 Calculated=176.9 Difference=166.41
LT | ROE mismatch | Source=10.49 Calculated=72.92 Difference=62.43
LT | ROE mismatch | Source=10.49 Calculated=75.52 Difference=65.03
LT | ROE mismatch | Source=10.49 Calculated=77.67 Difference=67.18
LTIM | ROE mismatch | Source=26.04 Calculated=41.97 Difference=15.93
LTIM | ROE mismatch | Source=26.04 Calculated=61.86 Difference=35.82
LTIM | ROE mismatch | Source=26.04 Calculated=37.96 Difference=11.92
LTIM | ROE mismatch | Source=26.04 Calculated=39.34 Difference=13.30
M&M | ROE mismatch | Source=17.99 Calculated=-0.8 Difference=18.79
M&M | ROE mismatch | Source=17.99 Calculated=3.64 Difference=14.35
MARUTI | ROE mismatch | Source=15.75 Calculated=8.36 Difference=7.39
MARUTI | ROE mismatch | Source=15.75 Calculated=7.01 Difference=8.74
MOTHERSON | ROE mismatch | Source=11.8 Calculated=19.75 Difference=7.95
MOTHERSON | ROE mismatch | Source=11.8 Calculated=37.07 Difference=25.27
MOTHERSON | ROE mismatch | Source=11.8 Calculated=38.87 Difference=27.07
MOTHERSON | ROE mismatch | Source=11.8 Calculated=40.35 Difference=28.55
MOTHERSON | ROE mismatch | Source=11.8 Calculated=26.26 Difference=14.46
MOTHERSON | ROE mismatch | Source=11.8 Calculated=22.87 Difference=11.07
MOTHERSON | ROE mismatch | Source=11.8 Calculated=19.14 Difference=7.34
MOTHERSON | ROE mismatch | Source=11.8 Calculated=5.74 Difference=6.06
NAUKRI | ROE mismatch | Source=2.44 Calculated=12.5 Difference=10.06
NAUKRI | ROE mismatch | Source=2.44 Calculated=8.93 Difference=6.49
NAUKRI | ROE mismatch | Source=2.44 Calculated=7.65 Difference=5.21
NAUKRI | ROE mismatch | Source=2.44 Calculated=-2.7 Difference=5.14
NAUKRI | ROE mismatch | Source=2.44 Calculated=24.5 Difference=22.06
NAUKRI | ROE mismatch | Source=2.44 Calculated=23.28 Difference=20.84
NAUKRI | ROE mismatch | Source=2.44 Calculated=-11.21 Difference=13.65
NAUKRI | ROE mismatch | Source=2.44 Calculated=26.28 Difference=23.84
NAUKRI | ROE mismatch | Source=2.44 Calculated=74.71 Difference=72.27
NESTLEIND | ROE mismatch | Source=135.61 Calculated=47.17 Difference=88.44
NESTLEIND | ROE mismatch | Source=135.61 Calculated=41.77 Difference=93.84
NESTLEIND | ROE mismatch | Source=135.61 Calculated=19.99 Difference=115.62
NESTLEIND | ROE mismatch | Source=135.61 Calculated=30.5 Difference=105.11
NESTLEIND | ROE mismatch | Source=135.61 Calculated=35.82 Difference=99.79
NESTLEIND | ROE mismatch | Source=135.61 Calculated=43.75 Difference=91.86
NESTLEIND | ROE mismatch | Source=135.61 Calculated=102.61 Difference=33.00
NESTLEIND | ROE mismatch | Source=135.61 Calculated=103.12 Difference=32.49
NESTLEIND | ROE mismatch | Source=135.61 Calculated=108.84 Difference=26.77
NESTLEIND | ROE mismatch | Source=135.61 Calculated=97.23 Difference=38.38
NESTLEIND | ROE mismatch | Source=135.61 Calculated=121.96 Difference=13.65
NESTLEIND | ROE mismatch | Source=135.61 Calculated=117.75 Difference=17.86
ONGC | ROE mismatch | Source=14.32 Calculated=6.62 Difference=7.70
ONGC | ROE mismatch | Source=14.32 Calculated=5.59 Difference=8.73
PFC | ROE mismatch | Source=19.49 Calculated=6.07 Difference=13.42
PFC | ROE mismatch | Source=19.49 Calculated=26.82 Difference=7.33
PFC | ROE mismatch | Source=19.49 Calculated=25.86 Difference=6.37
PFC | ROE mismatch | Source=19.49 Calculated=26.18 Difference=6.69
PFC | ROE mismatch | Source=19.49 Calculated=25.17 Difference=5.68
PFC | ROE mismatch | Source=19.49 Calculated=26.16 Difference=6.67
PIDILITIND | ROE mismatch | Source=22.8 Calculated=30.59 Difference=7.79
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=812.3 Difference=803.60
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=393.36 Difference=384.66
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=223.24 Difference=214.54
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=-163.56 Difference=172.26
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=22.21 Difference=13.51
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-184.37 Difference=193.07
PNB | ROE mismatch | Source=8.7 Calculated=-128.45 Difference=137.15
PNB | ROE mismatch | Source=8.7 Calculated=-128.45 Difference=137.15
PNB | ROE mismatch | Source=8.7 Calculated=-128.45 Difference=137.15
PNB | ROE mismatch | Source=8.7 Calculated=-128.45 Difference=137.15
PNB | ROE mismatch | Source=8.7 Calculated=-128.45 Difference=137.15
